"fname","group","tot_dist","var_dist","frames_tracked"
"01_1D_05","after the drop",295.907936137458,49.5026576377513,116
"01_1D_05","before the drop",318.98689724324,16.552560237685,116
"01_1D_07","after the drop",858.732643563428,72.3512902984124,116
"01_1D_07","before the drop",749.266640233704,82.427984912292,116
"01_1D_09","after the drop",339.369785870556,89.8115421043413,116
"01_1D_09","before the drop",686.653443240231,45.8764585396575,116
"01_1D_11","after the drop",613.673808718138,91.2475916477798,116
"01_1D_11","before the drop",625.161351069138,72.7196629426095,116
"01_1D_13","after the drop",267.818970683646,22.5177604234215,116
"01_1D_13","before the drop",329.0594149884,22.2282482008315,116
"01_1D_15","after the drop",365.889495276268,22.6920939395999,116
"01_1D_15","before the drop",627.69888955735,60.067533714361,116
"01_1D_17","after the drop",327.719662455255,51.8571067141669,116
"01_1D_17","before the drop",490.258795367751,36.9733410410942,116
"01_1D_19","after the drop",125.529824339994,19.920812656793,116
"01_1D_19","before the drop",60.1204937621618,4.72483250724524,116
"01_1D_21","after the drop",12.8813547424174,1.430425,116
"01_1D_21","before the drop",51.8450999960258,2.96200325385323,116
"01_2A_05","after the drop",528.583560523977,56.4229637008604,116
"01_2A_05","before the drop",310.396944863825,25.5898544308547,116
"01_2A_07","after the drop",435.503259155902,40.4135525878057,116
"01_2A_07","before the drop",705.141783675541,45.6411049407376,116
"01_2A_09","after the drop",559.229227471145,37.1279016908008,116
"01_2A_09","before the drop",324.574775676516,21.2329565450747,116
"01_2A_11","after the drop",267.100101036336,35.1306929030269,116
"01_2A_11","before the drop",380.771699460813,33.5565686349119,116
"01_2A_13","after the drop",181.191011104685,15.1676024437472,116
"01_2A_13","before the drop",91.1513188980035,2.97950397293569,116
"01_2A_15","after the drop",79.7707042620712,17.2635884908196,116
"01_2A_15","before the drop",465.372195765119,117.314513688452,116
"01_2A_17","after the drop",484.751446681037,57.4353990927837,116
"01_2A_17","before the drop",209.070184373233,8.88852868873573,116
"01_2A_19","after the drop",220.04141760101,56.7241709100553,116
"01_2A_19","before the drop",356.212858453831,11.3384487408672,116
"01_2A_21","after the drop",517.098803734343,60.1803886917019,116
"01_2A_21","before the drop",516.301863947901,33.0992123366766,116
"01_2B_05","after the drop",565.481732141557,36.5456363502124,116
"01_2B_05","before the drop",289.574735777166,15.573235686552,116
"01_2B_07","after the drop",460.183488170534,27.1479017261447,116
"01_2B_07","before the drop",537.99019823156,41.8657957953907,116
"01_2B_09","after the drop",524.792927763321,22.5986893340031,116
"01_2B_09","before the drop",332.005055845962,16.2799045881587,116
"01_2B_11","after the drop",308.138635309435,38.7018033136161,116
"01_2B_11","before the drop",230.834079081019,45.3197398039593,116
"01_2C_05","after the drop",785.586659026909,76.6131213368627,116
"01_2C_05","before the drop",230.965033497925,12.7593039308436,116
"01_2C_07","after the drop",549.207579678688,34.7491196765177,116
"01_2C_07","before the drop",588.216191778098,83.6180056164101,116
"01_2C_09","after the drop",308.280062676138,29.4759103792329,116
"01_2C_09","before the drop",164.512284854239,7.83097162210619,116
"01_2C_11","after the drop",265.388741376376,29.7627995762116,116
"01_2C_11","before the drop",249.152601844892,21.6601267124378,116
"01_2C_13","after the drop",224.991034767456,18.6957853388387,116
"01_2C_13","before the drop",168.174907843246,16.7656188702346,116
"01_2C_15","after the drop",416.394187267241,58.9816023915549,116
"01_2C_15","before the drop",672.561936197541,47.1644219647815,116
"01_2C_17","after the drop",477.243286688354,41.2179062672157,116
"01_2C_17","before the drop",683.290483705042,86.7017164577758,116
"01_2C_19","after the drop",381.013382893267,29.8332401542775,116
"01_2C_19","before the drop",535.590567115239,36.8409247062239,116
"01_2C_21","after the drop",281.332806226967,82.7135155232967,116
"01_2C_21","before the drop",481.456610429721,69.2772845983866,116
"01_3D_05","after the drop",668.462128534238,99.3275429653447,116
"01_3D_05","before the drop",666.687853191306,56.041961116988,116
"01_3D_07","after the drop",471.052001363899,90.3649491325715,116
"01_3D_07","before the drop",645.326942253882,56.0587577960409,116
"01_3D_09","after the drop",662.638151586605,58.7636201020139,116
"01_3D_09","before the drop",896.789389868154,77.2798809653986,116
"01_3D_11","after the drop",233.837724317705,15.0114715406234,116
"01_3D_11","before the drop",216.554620867708,10.3852135180542,116
"01_3D_13","after the drop",517.852575923469,35.7593574621946,116
"01_3D_13","before the drop",249.152207156284,9.44735201639662,116
"01_3D_15","after the drop",158.083957946217,33.637767518745,116
"01_3D_15","before the drop",768.7258183462,70.9589998480314,116
"01_3D_17","after the drop",488.773445264685,47.3670110354195,116
"01_3D_17","before the drop",653.244838192535,55.658263934114,116
"01_3D_19","after the drop",606.042929508921,47.3206512265551,116
"01_3D_19","before the drop",793.02321150992,62.5342229460784,116
"01_3D_21","after the drop",394.768382989795,37.5302436457097,116
"01_3D_21","before the drop",173.121519243019,6.50495511691217,116
"01_4A_05","after the drop",219.257686483734,22.0383211611678,116
"01_4A_05","before the drop",307.453214453444,69.9074231274118,116
"01_4A_07","after the drop",102.695443078789,27.2928171080098,116
"01_4A_07","before the drop",163.298667399859,57.4037698598731,116
"01_4A_09","after the drop",125.132511678084,43.5922454326187,116
"01_4A_09","before the drop",169.934368712657,8.89248034260366,116
"01_4A_11","after the drop",0,0,116
"01_4A_11","before the drop",0,0,116
"01_4A_13","after the drop",63.7487733215314,17.3645163193403,116
"01_4A_13","before the drop",78.5307458567926,17.4801851980832,116
"01_4A_15","after the drop",17.9631440191048,1.72947749836234,116
"01_4A_15","before the drop",213.213791451709,69.5651196479734,116
"01_4A_17","after the drop",340.46213435757,148.125287392024,116
"01_4A_17","before the drop",36.0346152124923,0.970773584201248,116
"01_4A_19","after the drop",124.84846845874,6.25263831997779,116
"01_4A_19","before the drop",92.4383063392401,29.1953105312064,116
"01_4A_21","after the drop",51.9424739631566,9.49771949194777,116
"01_4A_21","before the drop",51.535947374546,7.32260626898111,116
"01_4C_05","after the drop",199.295923053915,12.8892032259942,116
"01_4C_05","before the drop",283.115787915697,10.2875571181948,116
"01_4C_07","after the drop",401.306441866145,19.7835906925554,116
"01_4C_07","before the drop",650.805670264096,52.3644383476376,116
"01_4C_09","after the drop",233.849389022033,17.0294013725399,116
"01_4C_09","before the drop",394.809958991573,26.1911817529314,116
"01_4C_11","after the drop",0,0,116
"01_4C_11","before the drop",46.7148762897717,3.88952886306082,116
"01_4C_13","after the drop",23.0639677023293,4.58574660494905,116
"01_4C_13","before the drop",249.564008504589,56.6371796289723,116
"01_4C_15","after the drop",244.176791963592,12.492205117344,116
"01_4C_15","before the drop",467.598254739263,60.2741789584441,116
"01_4C_17","after the drop",154.716315126974,38.4855019707294,116
"01_4C_17","before the drop",229.393059770778,13.5336920183953,116
"01_4C_19","after the drop",103.798943663561,6.37258023476106,116
"01_4C_19","before the drop",164.077648961013,15.723803382726,116
"01_4C_21","after the drop",17.8055099413678,1.09350722622797,116
"01_4C_21","before the drop",0,0,116
"01_4D_05","after the drop",135.770264844125,9.54899071556782,116
"01_4D_05","before the drop",362.85770519547,30.6897463092421,116
"01_4D_07","after the drop",192.859902848135,57.4796983334197,116
"01_4D_07","before the drop",154.307669227339,15.0759446413094,116
"01_4D_09","after the drop",239.263209922674,24.2543163328794,116
"01_4D_09","before the drop",352.543927118481,34.610774174263,116
"01_4D_11","after the drop",242.707444878649,47.4163981634541,116
"01_4D_11","before the drop",222.469598291347,25.533272409002,116
"01_4D_13","after the drop",118.971167234466,14.157778716496,116
"01_4D_13","before the drop",277.797411503606,43.1769217199429,116
"01_4D_15","after the drop",573.950358026385,50.7325027383627,116
"01_4D_15","before the drop",990.414689930345,102.752328231257,116
"01_4D_17","after the drop",847.301314119644,74.6139295754545,116
"01_4D_17","before the drop",911.878965878359,81.9149104077504,116
